date,campaign_id,impressions,clicks,leads,purchases,revenue,cost
2025-01-18,C022,10277,584,106,26,1569.36,90.67
2025-01-19,C022,12299,473,96,28,1571.28,76.91
2025-01-20,C022,10629,495,104,26,1385.92,83.34
2025-01-21,C022,7132,331,42,10,727.25,49.03
2025-01-22,C022,2375,99,20,5,363.7,14.54
2025-01-23,C022,5948,257,41,8,382.09,44.37
2025-01-24,C022,9175,374,54,17,586.49,52.99
2025-01-25,C022,10688,418,60,14,726.11,57.85
2025-01-26,C022,7868,373,76,24,1425.02,60.38
2025-01-27,C022,9284,304,36,10,662.6,47.77
2025-01-28,C022,10771,444,94,28,2295.12,64.49
2025-01-29,C022,4838,278,59,17,1683.4,43.06
2025-01-30,C022,6539,242,45,11,592.22,31.24
2025-01-31,C022,10221,441,98,29,1866.54,70.68
2025-02-01,C022,10681,545,111,30,2390.13,77.84
2025-02-02,C022,10223,409,71,18,989.91,52.4
2025-02-03,C022,7430,410,88,15,1032.36,58.07
2025-02-04,C022,7801,338,66,18,1393.23,50.6
2025-02-05,C022,10121,510,74,24,1329.93,81.98
2025-02-06,C022,4478,273,46,15,936.67,39.23
2025-02-07,C022,4744,212,35,9,650.6,32.61
2025-02-08,C022,7827,351,64,19,1120.24,46.51
2025-02-09,C022,9386,416,78,25,1364.91,52.76
2025-02-10,C022,7987,413,79,26,1823.25,60.3
2025-02-11,C022,6801,260,52,15,606.29,38.26
2025-02-12,C022,7571,227,42,10,727.13,33.9
2025-02-13,C022,8666,361,74,19,1358.21,46.94
2025-02-14,C022,6002,329,44,14,830.06,40.05
2025-02-15,C022,2695,120,23,7,380.07,16.01
2025-06-15,C023,7934,371,65,20,1068.38,50.81
2025-06-16,C023,8596,377,67,21,1829.97,57.74
2025-06-17,C023,10594,424,85,19,1111.49,59.62
2025-06-18,C023,5786,246,53,14,535.57,34.15
2025-06-19,C023,6522,320,66,16,1024.19,45.74
2025-06-20,C023,7761,400,91,23,1733.93,57.04
2025-06-21,C023,8346,360,45,12,745.34,51.79
2025-06-22,C023,7747,313,54,13,956.58,53.89
2025-06-23,C023,5922,210,50,16,955.31,27.1
2025-06-24,C023,6971,344,47,12,968.92,50.48
2025-06-25,C023,10951,396,75,20,987.59,53.64
2025-06-26,C023,7279,391,73,20,1357.09,55.14
2025-06-27,C023,4367,212,26,7,499.95,33.78
2025-06-28,C023,5728,225,46,8,486.71,34.8
2025-06-29,C023,10461,489,89,17,1064.67,66.36
2025-06-30,C023,8760,494,98,29,1257.94,75.92
2025-07-01,C023,10986,446,85,27,1616.68,59.48
2025-07-02,C023,8262,367,77,22,1291.07,54.03
2025-07-03,C023,6129,382,73,22,1252.18,55.27
2025-07-04,C023,5140,224,42,13,603.2,31.66
2025-07-05,C023,12263,465,100,32,1894.95,60.15
2025-07-06,C023,10379,361,76,21,1377.62,56.7
2025-07-07,C023,6085,309,55,9,620.23,41.55
2025-07-08,C023,12740,575,132,37,2973.57,77.09
2025-07-09,C023,10311,448,105,27,2328.65,81.46
2025-07-10,C023,10240,559,91,20,1526.57,86.15
2025-07-11,C023,8378,215,41,10,722.0,35.46
2025-07-12,C023,11397,374,81,24,1828.59,67.98
2025-07-13,C023,6896,268,54,15,872.16,44.33
2025-07-14,C023,5291,194,36,8,483.26,28.62
2025-07-15,C023,8837,393,91,24,1456.92,55.63
2025-07-16,C023,9272,386,83,20,1405.21,54.54
2025-07-17,C023,8688,497,82,17,909.2,64.23
2025-07-18,C023,7331,329,61,16,859.42,57.49
2025-07-19,C023,5317,273,52,19,1037.03,44.41
2025-07-20,C023,8340,325,72,21,919.6,43.25
2025-07-21,C023,5753,246,48,10,476.03,35.14
2025-07-22,C023,6698,333,89,24,1790.59,45.8
2025-07-23,C023,5071,162,32,7,260.11,28.52
2025-07-24,C023,3819,199,35,11,572.58,28.24
2025-07-25,C023,7955,407,80,24,1682.32,62.27
2025-07-26,C023,4776,238,47,12,919.06,30.6
2025-07-27,C023,8761,416,78,16,948.75,64.49
2025-07-28,C023,6441,175,26,9,429.04,30.0
2025-07-29,C023,5194,260,45,15,928.86,40.8
2025-07-30,C023,6727,388,76,26,1392.0,62.65
2025-07-31,C023,4575,213,42,10,653.68,32.42
2025-05-16,C024,7017,144,8,0,0.0,127.58
2025-05-17,C024,6060,115,9,0,0.0,82.5
2025-05-18,C024,11837,302,16,1,28.22,213.49
2025-05-19,C024,6735,98,6,0,0.0,60.19
2025-05-20,C024,9212,213,14,1,38.04,171.45
2025-05-21,C024,7990,152,7,0,0.0,116.14
2025-05-22,C024,8894,204,12,1,46.84,154.83
2025-05-23,C024,6698,105,6,0,0.0,74.44
2025-05-24,C024,5459,103,6,0,0.0,80.04
2025-05-25,C024,12656,307,19,2,84.32,217.39
2025-05-26,C024,10885,291,21,1,36.42,229.71
2025-05-27,C024,9994,185,11,0,0.0,147.36
2025-05-28,C024,11741,185,11,1,37.18,128.73
2025-05-29,C024,10842,329,17,1,56.02,202.76
2025-05-30,C024,7435,185,12,1,41.38,145.23
2025-05-31,C024,14803,316,15,1,43.08,209.37
2025-06-01,C024,11707,301,17,1,57.04,209.67
2025-06-02,C024,6325,157,5,0,0.0,117.97
2025-06-03,C024,4842,114,6,0,0.0,69.01
2025-06-04,C024,7138,174,9,0,0.0,103.25
2025-06-05,C024,8900,215,11,0,0.0,131.01
2025-03-17,C025,7372,288,33,7,565.07,268.78
2025-03-18,C025,9771,371,59,10,721.98,268.78
2025-03-19,C025,7891,307,45,9,568.0,268.78
2025-03-20,C025,5790,195,20,4,284.26,248.13
2025-03-21,C025,6375,251,46,11,808.87,268.78
2025-03-22,C025,6518,199,24,5,362.43,268.78
2025-03-23,C025,6200,210,28,7,542.06,237.75
2025-03-24,C025,9125,312,35,9,523.49,268.78
2025-03-25,C025,9081,415,62,12,1084.42,268.78
2025-03-26,C025,5439,154,21,4,195.22,218.24
2025-03-27,C025,9311,305,35,7,423.08,268.78
2025-03-28,C025,7639,295,35,6,480.26,268.78
2025-03-29,C025,9618,368,41,8,485.0,268.78
2025-03-30,C025,9227,356,39,7,528.86,268.78
2025-03-31,C025,8525,302,41,8,541.53,268.78
2025-04-01,C025,9021,248,29,6,574.68,268.78
2025-04-02,C025,8289,230,38,8,512.74,268.78
2025-04-03,C025,10309,347,49,11,693.4,268.78
2025-04-04,C025,5380,196,27,6,447.16,268.78
2025-04-05,C025,8041,264,40,9,727.19,268.78
2025-04-06,C025,13449,444,52,10,845.37,268.78
2025-04-07,C025,8543,278,37,9,777.98,268.78
2025-04-08,C025,7954,301,40,10,678.12,268.78
2025-04-09,C025,7367,254,34,6,404.95,268.78
2025-04-10,C025,9298,343,37,8,424.64,268.78
2025-04-11,C025,8344,224,31,7,434.4,268.78
2025-04-12,C025,12103,238,43,10,843.14,268.78
2025-04-13,C025,9372,294,44,9,697.71,268.78
2025-04-14,C025,7047,346,64,17,1578.91,268.78
2025-04-15,C025,9893,249,42,10,735.36,268.78
2025-04-16,C025,4526,185,19,4,246.05,214.12
2025-04-17,C025,8183,329,37,7,270.64,268.78
2025-04-18,C025,15689,558,68,14,1217.0,268.78
2025-04-19,C025,9948,312,40,9,535.88,268.78
2025-04-20,C025,9313,407,55,13,617.21,268.78
2025-04-21,C025,12113,274,37,9,561.44,268.78
2025-04-22,C025,8802,394,58,15,1030.08,268.78
2025-04-23,C025,5569,211,27,5,406.9,252.27
2025-04-24,C025,7597,321,42,10,766.58,268.78
2025-04-25,C025,4666,192,26,6,505.29,239.16
2025-04-26,C025,9086,300,47,10,891.46,268.78
2025-04-27,C025,8147,297,49,10,818.61,268.78
2025-04-28,C025,10710,455,64,14,890.57,268.78
2025-04-29,C025,9160,363,42,10,726.86,268.78
2025-04-30,C025,11343,415,64,15,1419.86,268.78
2025-05-01,C025,8885,370,47,8,651.77,268.78
2025-05-02,C025,8568,269,31,7,462.74,268.78
2025-05-03,C025,6211,245,37,7,396.97,268.78
2025-05-04,C025,9105,289,42,11,847.4,268.78
2025-05-05,C025,10196,274,38,8,603.35,268.78
2025-05-06,C025,7571,325,44,9,576.86,268.78
2025-05-07,C025,9950,376,58,11,774.22,268.78
2025-05-08,C025,10662,427,60,13,817.03,268.78
2025-05-09,C025,5415,179,19,4,277.15,213.31
2025-05-10,C025,6152,191,30,4,178.44,257.93
2025-05-11,C025,7621,240,28,6,404.79,268.78
2025-05-12,C025,5549,280,38,9,752.09,268.78
2025-10-13,C026,7803,142,11,1,95.59,135.31
2025-10-14,C026,9197,139,12,2,176.45,109.04
2025-10-15,C026,10798,197,22,3,214.04,162.33
2025-10-16,C026,11290,165,14,2,132.48,133.33
2025-10-17,C026,11038,182,16,2,111.64,156.62
2025-10-18,C026,6957,109,8,1,41.24,83.28
2025-10-19,C026,7905,96,8,1,90.76,66.86
2025-10-20,C026,6416,90,7,1,76.16,71.03
2025-10-21,C026,4068,63,4,0,0.0,52.79
2025-10-22,C026,8314,164,15,2,146.93,150.92
2025-10-23,C026,7895,171,12,2,99.57,140.33
2025-10-24,C026,11861,194,16,2,138.6,159.48
2025-10-25,C026,1376,25,2,0,0.0,20.85
2025-10-26,C026,8303,170,13,1,65.48,164.74
2025-10-27,C026,12559,195,20,2,142.13,169.34
2025-10-28,C026,10032,156,15,3,180.18,108.26
2025-10-29,C026,8294,145,14,2,128.69,122.02
2025-10-30,C026,9803,137,10,1,52.64,98.26
2025-10-31,C026,10089,169,15,2,152.39,152.34
2025-11-01,C026,5794,114,9,1,78.21,97.68
2025-11-02,C026,13071,230,20,1,63.56,169.04
2025-11-03,C026,7777,157,17,2,198.03,136.55
2025-11-04,C026,5133,86,8,1,63.95,71.92
2025-11-05,C026,7732,155,16,2,168.71,113.78
2025-11-06,C026,3854,69,7,1,61.52,57.38
2025-11-07,C026,5979,97,6,0,0.0,83.2
2025-11-08,C026,8313,133,14,2,137.52,96.11
2025-11-09,C026,9387,159,16,2,171.66,126.2
2025-07-15,C027,5308,154,16,3,203.85,116.83
2025-07-16,C027,7809,257,25,5,380.25,116.83
2025-07-17,C027,4127,92,6,1,75.15,100.9
2025-07-18,C027,3071,79,11,1,82.09,82.73
2025-07-19,C027,11445,279,27,6,423.83,116.83
2025-07-20,C027,10963,299,35,6,377.54,116.83
2025-07-21,C027,9159,229,19,2,91.65,116.83
2025-07-22,C027,7345,195,21,4,288.86,116.83
2025-07-23,C027,8538,287,39,5,325.52,116.83
2025-07-24,C027,12026,332,37,8,695.67,116.83
2025-07-25,C027,7967,235,29,5,325.41,116.83
2025-07-26,C027,9426,233,26,5,313.43,116.83
2025-07-27,C027,11563,395,40,7,367.17,116.83
2025-07-28,C027,8331,232,24,4,322.64,116.83
2025-07-29,C027,10416,183,22,3,205.06,116.83
2025-07-30,C027,7384,134,15,2,97.87,116.83
2025-07-31,C027,5054,117,14,3,256.32,116.83
2025-08-01,C027,6987,229,29,5,266.73,116.83
2025-08-02,C027,8335,171,21,3,160.37,116.83
2025-08-03,C027,9710,200,28,5,447.81,116.83
2025-08-04,C027,7092,232,31,4,310.79,116.83
2025-08-05,C027,7899,155,15,2,126.01,116.83
2025-08-06,C027,10091,285,39,7,436.22,116.83
2025-08-07,C027,7231,212,18,3,234.5,116.83
2025-08-08,C027,11595,295,28,7,340.38,116.83
2025-08-09,C027,13340,358,45,5,315.03,116.83
2025-08-10,C027,5943,118,13,2,135.55,116.83
2025-08-11,C027,7487,156,18,3,247.55,116.83
2025-08-12,C027,7285,189,19,3,181.01,116.83
2025-08-13,C027,4445,108,14,3,141.08,116.83
2025-08-14,C027,5716,81,8,1,92.28,81.34
2025-08-15,C027,3706,89,9,2,176.35,107.24
2025-08-16,C027,7642,216,17,2,169.06,116.83
2025-08-17,C027,5885,163,17,2,192.8,116.83
2025-08-18,C027,5521,152,13,2,102.74,116.83
2025-08-19,C027,3764,126,13,2,83.68,116.83
2025-08-20,C027,6466,102,11,2,175.95,104.85
2025-02-15,C028,4577,128,19,2,134.73,197.44
2025-02-16,C028,10173,250,26,6,452.99,340.99
2025-02-17,C028,6476,179,29,8,649.3,226.31
2025-02-18,C028,3009,134,15,3,251.1,207.71
2025-02-19,C028,6508,230,29,5,400.48,316.25
2025-02-20,C028,10359,437,51,12,759.6,613.28
2025-02-21,C028,8218,412,70,18,1535.61,654.28
2025-02-22,C028,9592,275,35,8,738.01,328.42
2025-02-23,C028,8397,284,44,14,1122.88,355.21
2025-02-24,C028,5946,172,25,5,335.73,278.29
2025-02-25,C028,6815,265,42,11,883.76,395.35
2025-02-26,C028,8731,355,60,9,545.16,518.7
2025-02-27,C028,5957,248,31,6,348.62,317.34
2025-02-28,C028,6153,186,24,5,508.69,241.2
2025-03-01,C028,8126,254,26,4,224.55,349.2
2025-03-02,C028,5814,183,20,4,359.69,236.01
2025-03-03,C028,10783,408,50,11,679.28,573.96
2025-03-04,C028,5691,205,28,6,517.82,289.96
2025-03-05,C028,9586,282,31,3,218.89,349.42
2025-03-06,C028,4424,136,20,3,240.17,173.37
2025-03-07,C028,9355,383,54,10,672.21,549.98
2025-03-08,C028,7962,259,35,6,279.55,367.86
2025-03-09,C028,5983,223,36,8,542.67,272.65
2025-03-10,C028,8941,318,43,7,561.79,449.51
2025-03-11,C028,8835,402,51,13,820.77,602.88
2025-03-12,C028,9005,409,61,11,753.09,614.7
2025-03-13,C028,6999,238,34,6,653.37,328.81
2025-03-14,C028,10956,358,57,9,605.57,534.0
2025-03-15,C028,9531,280,42,8,560.2,411.13
2025-03-16,C028,4830,129,18,2,139.2,149.91
2025-03-17,C028,15922,451,65,12,833.07,718.65
2025-03-18,C028,7682,223,36,4,269.79,299.67
2025-03-19,C028,9812,417,46,13,688.17,635.49
2025-03-20,C028,7899,256,35,7,422.67,337.52
2025-03-21,C028,5677,169,19,3,241.2,230.9
2025-03-22,C028,5852,222,31,7,592.23,294.76
2025-03-23,C028,8642,335,33,8,589.26,430.22
2025-03-24,C028,8408,362,75,19,1247.03,519.48
2025-03-25,C028,7454,201,27,6,300.87,251.79
2025-03-26,C028,9527,418,46,13,666.09,449.79
2025-03-27,C028,6269,217,30,6,369.19,305.62
2025-03-28,C028,10565,357,42,6,428.72,420.78
2025-03-29,C028,9315,221,37,8,586.81,267.48
2025-03-30,C028,10632,326,47,7,348.58,390.8
2025-03-31,C028,8732,363,43,10,723.15,443.84
2025-04-01,C028,8543,265,37,7,502.08,342.99
2025-04-02,C028,7053,211,25,5,424.32,290.14
2025-04-03,C028,6544,255,22,5,231.32,295.52
2025-04-04,C028,11542,525,81,18,835.89,719.86
2025-04-05,C028,6835,245,31,7,317.44,333.23
2025-04-06,C028,7278,268,31,6,425.14,337.9
2025-04-07,C028,7058,212,29,6,389.72,331.7
2025-04-08,C028,7315,262,31,6,415.58,309.6
2025-04-09,C028,6970,228,29,9,577.74,244.13
2025-04-10,C028,7196,312,39,10,849.76,413.22
2025-04-11,C028,7510,304,45,8,571.37,491.71
2025-04-12,C028,10539,404,58,12,1047.38,584.59
2025-04-13,C028,7142,267,37,7,795.52,304.97
2025-04-14,C028,6302,225,43,8,506.29,303.22
2025-04-15,C028,7729,244,37,6,283.55,321.86
2025-04-16,C028,7777,197,23,5,326.61,225.57
2025-04-17,C028,6486,218,29,7,565.9,269.97
2025-04-18,C028,6183,245,28,8,502.11,330.46
2025-04-19,C028,4544,134,16,3,178.53,193.48
2025-04-20,C028,5404,175,28,6,435.15,202.39
2025-04-21,C028,3885,167,25,4,262.59,206.84
2025-04-22,C028,6425,213,39,10,933.8,306.85
2025-04-23,C028,6935,227,39,9,700.95,310.34
2025-04-24,C028,4936,229,31,5,314.34,258.12
2025-04-25,C028,4989,179,29,5,350.16,210.15
2025-04-26,C028,10918,435,58,11,807.06,594.89
2025-04-27,C028,7432,215,25,5,283.52,311.41
2025-04-28,C028,3278,116,12,2,140.64,185.59
2025-04-29,C028,4890,108,13,2,202.04,145.65
2025-05-16,C029,7448,324,64,20,1296.04,43.46
2025-05-17,C029,9311,384,44,13,809.02,58.18
2025-05-18,C029,6959,292,62,19,1105.45,47.96
2025-05-19,C029,6513,303,48,13,548.41,40.78
2025-05-20,C029,5512,319,62,19,1704.27,49.78
2025-05-21,C029,5920,266,48,12,876.24,43.99
2025-05-22,C029,5006,206,44,14,1315.5,29.46
2025-05-23,C029,8585,338,66,17,493.27,51.32
2025-05-24,C029,11794,531,86,23,816.24,70.01
2025-05-25,C029,9419,494,69,18,993.58,81.18
2025-05-26,C029,10253,589,111,37,1785.65,78.8
2025-05-27,C029,5721,283,57,18,1084.95,42.69
2025-05-28,C029,7469,293,62,17,952.52,43.59
2025-05-29,C029,9029,371,55,15,1035.21,60.3
2025-05-30,C029,10747,547,127,40,3206.15,80.66
2025-05-31,C029,9776,501,123,41,3474.13,79.81
2025-06-01,C029,6877,326,59,17,1048.31,51.21
2025-06-02,C029,10806,247,50,16,1341.03,39.76
2025-06-03,C029,11266,507,109,30,1543.66,72.13
2025-06-04,C029,8806,397,75,19,1276.07,64.2
2025-06-05,C029,5226,275,43,13,1049.44,47.93
2025-06-06,C029,11047,698,90,23,1641.09,101.17
2025-06-07,C029,11088,510,97,25,1358.13,78.57
2025-06-08,C029,10675,536,124,28,1127.46,80.37
2025-06-09,C029,14340,580,123,38,1683.62,98.92
2025-06-10,C029,7617,344,80,19,763.32,53.27
2025-06-11,C029,5436,296,64,20,1371.37,55.1
2025-06-12,C029,7750,321,73,20,1639.4,45.59
2025-06-13,C029,9937,444,96,27,1764.25,65.22
2025-06-14,C029,7010,219,49,11,641.79,34.98
2025-06-15,C029,5070,224,47,13,1006.17,30.84
2025-06-16,C029,6234,253,37,10,760.13,33.16
2025-06-17,C029,6846,312,50,14,831.16,39.83
2025-06-18,C029,7709,316,72,25,1868.56,41.71
2025-06-19,C029,3531,184,27,6,365.77,28.83
2025-06-20,C029,8236,418,91,20,1634.65,57.66
2025-06-21,C029,12512,614,141,21,1231.04,102.25
2025-06-22,C029,5245,223,27,8,304.19,37.23
2025-01-16,C030,7268,278,37,8,456.16,205.69
2025-01-17,C030,3284,112,15,3,193.16,179.71
2025-01-18,C030,9415,341,54,12,966.5,205.69
2025-01-19,C030,3945,136,18,4,297.19,194.28
2025-01-20,C030,6786,180,26,4,316.62,205.69
2025-01-21,C030,9533,347,36,7,362.46,205.69
2025-01-22,C030,9685,365,55,12,839.45,205.69
2025-01-23,C030,5514,163,23,4,477.43,190.44
2025-01-24,C030,5651,183,24,5,336.72,205.69
2025-01-25,C030,6453,199,26,5,411.36,205.69
2025-01-26,C030,5814,223,27,6,560.9,205.69
2025-01-27,C030,7587,282,37,7,576.38,205.69
2025-01-28,C030,4778,180,22,4,304.95,197.1
2025-01-29,C030,9156,357,50,7,650.31,205.69
2025-01-30,C030,5347,194,29,5,431.09,205.69
2025-01-31,C030,3218,94,16,4,309.89,118.8
2025-02-01,C030,8879,223,28,7,409.66,205.69
2025-02-02,C030,8368,259,36,8,824.24,205.69
2025-02-03,C030,8855,279,31,7,629.49,205.69
2025-02-04,C030,3935,136,22,3,211.13,176.49
2025-02-05,C030,5685,214,31,5,248.2,205.69
2025-04-16,C031,9801,236,27,3,227.23,218.07
2025-04-17,C031,7246,160,14,2,94.17,144.77
2025-04-18,C031,7922,148,13,2,157.4,123.3
2025-04-19,C031,8018,123,8,1,71.85,103.54
2025-04-20,C031,5806,126,10,1,82.18,115.62
2025-04-21,C031,2735,64,6,1,57.36,44.81
2025-04-22,C031,7124,143,14,2,129.45,127.9
2025-04-23,C031,6846,146,15,2,131.42,97.55
2025-04-24,C031,6222,109,8,1,53.87,80.78
2025-04-25,C031,6866,123,12,2,157.62,107.72
2025-04-26,C031,13221,256,16,2,154.94,203.95
2025-04-27,C031,10808,197,20,3,211.19,182.51
2025-04-28,C031,6176,127,11,2,93.13,89.71
2025-04-29,C031,10768,187,17,3,170.79,147.71
2025-04-30,C031,10250,145,12,1,73.68,123.14
2025-05-01,C031,10099,164,14,1,58.29,146.59
2025-05-02,C031,9944,196,23,3,137.93,149.1
2025-05-03,C031,6757,123,13,2,149.72,126.94
2025-05-04,C031,5620,120,7,0,0.0,100.96
2025-05-05,C031,5955,106,10,1,56.71,78.86
2025-05-06,C031,8548,163,12,1,73.71,126.11
2025-05-07,C031,7689,113,10,2,156.37,97.36
2025-05-08,C031,5240,75,4,0,0.0,66.25
2025-05-09,C031,5586,96,10,1,60.32,67.25
2025-05-10,C031,11762,144,11,1,66.21,124.94
2025-05-11,C031,11572,211,22,3,328.25,169.23
2025-05-12,C031,6011,104,6,1,42.09,89.83
2025-05-13,C031,6745,134,16,2,131.91,105.66
2025-05-14,C031,6472,133,11,2,147.31,101.63
2025-05-15,C031,6638,136,9,1,59.95,123.49
2025-05-16,C031,13074,257,22,3,157.3,178.15
2025-05-17,C031,7661,136,12,1,80.75,125.22
2025-05-18,C031,8684,159,13,2,207.21,137.61
2025-05-19,C031,7110,151,15,2,141.85,141.62
2025-05-20,C031,9896,174,17,2,116.47,147.11
2025-05-21,C031,7522,111,9,1,68.53,91.11
2025-05-22,C031,7612,125,9,1,39.38,104.06
2025-05-23,C031,7976,105,8,1,82.55,92.21
2025-05-24,C031,6558,136,10,1,67.88,111.14
2025-05-25,C031,10160,197,15,2,159.69,157.6
2025-05-26,C031,5667,80,8,1,35.17,80.0
2025-05-27,C031,6100,142,12,1,51.3,100.97
2025-05-28,C031,7534,143,11,1,43.01,127.14
2025-05-29,C031,10488,189,14,2,127.08,167.63
2025-05-30,C031,4734,60,5,0,0.0,55.15
2025-05-31,C031,9202,141,13,2,150.41,128.82
2025-06-01,C031,6790,119,10,1,36.08,101.46
2025-06-02,C031,4250,85,6,0,0.0,79.55
2025-06-03,C031,7401,129,15,2,115.61,94.3
2025-06-04,C031,6545,87,8,1,75.22,77.22
2025-06-05,C031,6521,106,8,1,83.38,87.57
2025-06-06,C031,9986,155,7,1,63.35,120.34
2025-06-07,C031,5618,124,11,2,149.44,102.14
2025-08-29,C032,7804,403,92,24,1515.3,63.98
2025-08-30,C032,5775,222,42,12,916.31,28.78
2025-08-31,C032,7181,369,67,17,744.15,58.03
2025-09-01,C032,6143,263,61,14,710.24,44.39
2025-09-02,C032,8857,427,84,22,1565.19,71.49
2025-09-03,C032,6122,340,64,15,884.01,55.24
2025-09-04,C032,7701,398,81,20,1047.24,62.15
2025-09-05,C032,5126,265,49,16,702.14,39.03
2025-09-06,C032,6326,259,65,18,924.14,31.75
2025-09-07,C032,6319,251,48,8,479.05,41.52
2025-09-08,C032,5168,199,34,9,415.07,34.87
2025-09-09,C032,7938,459,91,27,1399.69,59.41
2025-09-10,C032,11702,586,122,29,2091.4,75.97
2025-09-11,C032,5828,354,90,23,1213.82,44.39
2025-09-12,C032,8814,452,102,27,1830.16,63.05
2025-09-13,C032,9099,443,93,26,1838.03,56.01
2025-09-14,C032,8029,267,50,13,1000.72,40.62
2025-09-15,C032,10443,424,86,26,1964.55,62.76
2025-09-16,C032,4068,172,22,7,477.98,24.16
2025-09-17,C032,9576,344,58,14,873.49,54.8
2025-09-18,C032,12793,575,132,33,1279.92,80.46
2025-09-19,C032,6873,255,47,14,1146.97,31.65
2025-09-20,C032,7057,361,69,17,1185.65,59.33
2025-09-21,C032,8128,383,73,19,1040.23,62.76
2025-09-22,C032,11229,626,133,34,2505.53,98.27
2025-09-23,C032,12071,611,127,35,2024.5,94.35
2025-09-24,C032,11443,543,101,26,1166.36,94.98
2025-09-25,C032,9538,450,94,25,1284.72,60.96
2025-09-26,C032,10052,543,131,34,2249.67,81.82
2025-09-27,C032,7515,373,69,18,1059.93,67.76
2025-09-28,C032,7853,337,60,16,1106.27,54.21
2025-09-29,C032,9909,547,122,31,2078.0,86.15
2025-09-30,C032,4170,119,24,7,326.08,19.72
2025-10-01,C032,9953,477,80,23,1591.03,67.63
2025-10-02,C032,6100,225,52,13,1066.52,26.58
2025-10-03,C032,9667,365,71,18,947.84,56.09
2025-10-04,C032,6519,320,61,14,1029.96,51.51
2025-10-05,C032,4643,173,37,10,706.39,25.1
2025-10-06,C032,7185,291,59,12,648.58,48.06
2025-10-07,C032,7069,184,33,9,740.33,24.37
2025-10-08,C032,8566,335,63,18,772.67,47.96
2025-10-09,C032,7997,349,70,21,1478.89,49.44
2025-10-10,C032,9391,474,82,19,1083.29,71.53
2025-10-11,C032,5940,329,71,17,872.24,50.83
2025-04-01,C033,7832,156,16,2,142.03,127.78
2025-04-02,C033,8711,184,20,3,199.51,152.44
2025-04-03,C033,7732,131,12,2,102.13,101.07
2025-04-04,C033,9440,152,13,2,161.41,110.26
2025-04-05,C033,12775,223,16,2,148.96,161.92
2025-04-06,C033,14972,270,21,2,184.2,248.96
2025-04-07,C033,9508,209,16,2,143.81,202.21
2025-04-08,C033,6814,124,8,0,0.0,101.45
2025-04-09,C033,9120,205,19,3,224.51,179.52
2025-04-10,C033,5576,117,6,0,0.0,91.6
2025-04-11,C033,10944,236,19,2,101.27,214.74
2025-04-12,C033,4669,85,8,1,67.0,69.56
2025-04-13,C033,11609,236,19,3,144.61,191.33
2025-04-14,C033,5986,132,10,1,88.63,111.89
2025-04-15,C033,10490,192,19,3,178.0,147.55
2025-04-16,C033,9137,197,16,1,58.82,176.62
2025-04-17,C033,8754,142,14,2,151.95,122.62
2025-04-18,C033,10083,151,14,2,167.42,133.69
2025-04-19,C033,7017,116,10,1,52.72,87.46
2025-04-20,C033,1774,31,3,0,0.0,26.74
2025-04-21,C033,4907,69,5,0,0.0,62.54
2025-04-22,C033,8561,123,8,0,0.0,101.02
2025-04-23,C033,6811,95,10,1,77.27,89.54
2025-04-24,C033,8116,160,14,2,99.83,143.53
2025-04-25,C033,9198,192,19,3,230.2,174.43
2025-04-26,C033,11921,220,22,3,149.52,196.22
2025-04-27,C033,6898,135,14,1,81.9,85.64
2025-04-28,C033,11855,200,18,3,133.97,171.23
2025-04-29,C033,12394,173,14,1,53.93,163.63
2025-04-30,C033,7208,117,9,1,50.8,96.88
2025-05-01,C033,6376,117,10,1,66.04,120.92
2025-05-02,C033,7488,112,8,1,62.58,97.48
2025-05-03,C033,11239,228,22,3,247.21,177.33
2025-05-04,C033,8879,146,10,1,62.2,93.93
2025-05-05,C033,6495,133,12,1,61.76,110.4
2025-05-06,C033,7054,110,8,0,0.0,95.4
2025-05-07,C033,10649,274,24,3,150.95,249.12
2025-05-08,C033,8487,121,11,1,69.89,95.82
2025-05-09,C033,12149,174,17,1,77.09,120.24
2025-05-10,C033,5082,87,8,0,0.0,70.15
2025-05-11,C033,10298,146,12,2,155.43,112.7
2025-05-12,C033,6086,98,6,0,0.0,80.13
2025-05-13,C033,6675,168,15,2,119.73,139.1
2025-05-14,C033,5194,90,9,1,68.0,81.92
2025-05-15,C033,7152,130,11,1,62.92,114.61
2025-05-16,C033,8434,182,13,2,169.2,140.97
2025-05-17,C033,9059,171,14,1,92.15,154.53
2025-05-18,C033,6295,114,10,1,77.99,89.32
2025-08-29,C034,6055,58,4,0,0.0,66.02
2025-08-30,C034,9953,133,11,1,70.76,126.87
2025-08-31,C034,4394,62,5,0,0.0,65.57
2025-09-01,C034,9454,133,10,1,59.82,93.12
2025-09-02,C034,4839,87,8,1,56.19,74.32
2025-09-03,C034,10163,124,6,0,0.0,137.35
2025-09-04,C034,10966,154,8,1,66.33,144.32
2025-09-05,C034,5678,65,6,1,58.97,63.49
2025-09-06,C034,8981,165,10,1,65.36,165.02
2025-09-07,C034,15889,213,18,2,103.08,207.83
2025-09-08,C034,8832,104,7,0,0.0,101.9
2025-09-09,C034,10177,120,8,1,57.06,114.34
2025-09-10,C034,9844,166,15,2,97.41,188.06
2025-09-11,C034,7769,136,10,1,76.44,117.29
2025-09-12,C034,10178,209,14,2,118.41,173.9
2025-09-13,C034,9122,103,8,1,61.81,92.55
